,TotalFlow(m3),TotalRunoff(m3),TotalMass(kg),TotalConc(ug/L),BenthicConc(ug/L)
2000-02-08,4353.3251953125,0.0,0.0,0.0,0.0
2000-02-09,4353.3828125,0.05734708160161972,0.0,0.0,0.0
2000-02-10,4353.3251953125,0.0,0.0,0.0,0.0
2000-02-11,4353.3251953125,0.0,0.0,0.0,0.0
2000-02-12,4353.3251953125,0.0,0.0,0.0,0.0
2000-02-13,4353.3251953125,0.0,0.0,0.0,0.0
2000-02-14,4353.3251953125,0.0,0.0,0.0,0.0
2000-02-15,4353.3251953125,0.0,0.0,0.0,0.0
2000-02-16,4353.3251953125,0.0,0.0,0.0,0.0
2000-02-17,4353.3251953125,0.0,0.0,0.0,0.0
2000-02-18,27740.939453125,23387.61328125,74173.7421875,2673800.75,0.0
2000-02-19,4353.3251953125,0.0,0.0,0.0,0.0
2000-02-20,4353.3251953125,0.0,0.0,0.0,0.0
2000-02-21,4353.3251953125,0.0,0.0,0.0,0.0
