,TotalFlow(m3),TotalRunoff(m3),TotalMass(kg),TotalConc(ug/L),BenthicConc(ug/L)
2000-01-01,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-02,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-03,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-04,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-05,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-06,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-07,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-08,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-09,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-10,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-11,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-12,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-13,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-14,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-15,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-16,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-17,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-18,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-19,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-20,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-21,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-22,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-23,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-24,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-25,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-26,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-27,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-28,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-29,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-30,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-01-31,696.4539794921875,696.4539794921875,0.0,0.0,0.0
2000-02-01,23723.400390625,696.4539794921875,0.0,0.0,0.0
2000-02-02,23723.400390625,696.4539794921875,0.0,0.0,0.0
2000-02-03,23723.400390625,696.4539794921875,0.0,0.0,0.0
2000-02-04,23723.400390625,696.4539794921875,0.0,0.0,0.0
2000-02-05,23723.400390625,696.4539794921875,0.0,0.0,0.0
2000-02-06,23723.400390625,696.4539794921875,0.0,0.0,0.0
2000-02-07,23723.400390625,696.4539794921875,0.04018973186612129,1.6940966844558716,0.0
2000-02-08,23723.400390625,696.4539794921875,0.03688591718673706,1.5548326969146729,0.0
2000-02-09,23723.400390625,696.4539794921875,0.033853694796562195,1.4270169734954834,0.0
2000-02-10,23723.400390625,696.4539794921875,0.031070737168192863,1.3097084760665894,0.0
2000-02-11,23723.400390625,696.4539794921875,0.028516553342342377,1.2020432949066162,0.0
2000-02-12,23723.400390625,696.4539794921875,0.0261723380535841,1.1032288074493408,0.0
2000-02-13,23723.400390625,696.4539794921875,0.024020830169320107,1.0125374794006348,0.0
2000-02-14,23723.400390625,696.4539794921875,0.02204618789255619,0.929301381111145,0.0
2000-02-15,23723.400390625,696.4539794921875,0.020233871415257454,0.8529077172279358,0.0
2000-02-16,23723.400390625,696.4539794921875,0.018570536747574806,0.7827940583229065,0.0
2000-02-17,23723.400390625,696.4539794921875,0.017043938860297203,0.7184441685676575,0.0
2000-02-18,130549.546875,107522.6015625,78713.140625,602936.9375,0.0
2000-02-19,23723.400390625,696.4539794921875,947.0025634765625,39918.5,0.0
2000-02-20,23723.400390625,696.4539794921875,869.15380859375,36636.984375,0.0
2000-02-21,23723.400390625,696.4539794921875,797.7046508789062,33625.2265625,0.0
2000-02-22,23723.400390625,696.4539794921875,732.1290283203125,30861.05078125,0.0
2000-02-23,23723.400390625,696.4539794921875,671.9440307617188,28324.103515625,0.0
2000-02-24,23906.1875,879.2418212890625,663.0191040039062,27734.205078125,0.0
2000-02-25,23723.400390625,696.4539794921875,566.0926513671875,23862.205078125,0.0
2000-02-26,115429.7265625,92402.78125,66607.8828125,577042.6875,0.0
2000-02-27,23723.400390625,696.4539794921875,1050.3648681640625,44275.4765625,0.0
2000-02-28,23723.400390625,696.4539794921875,964.0191650390625,40635.79296875,0.0
2000-02-29,23723.400390625,696.4539794921875,886.7598876953125,37379.125,0.0
2000-03-01,62756.7734375,697.0914916992188,814.1318969726562,12972.8125,0.0023920941166579723
2000-03-02,62756.13671875,696.4539794921875,747.1314697265625,11905.3134765625,0.0023920941166579723
2000-03-03,62756.13671875,696.4539794921875,685.7427368164062,10927.1025390625,0.0023920941166579723
2000-03-04,62756.13671875,696.4539794921875,629.3709716796875,10028.8349609375,0.0023920941166579723
2000-03-05,62756.13671875,696.4539794921875,577.63330078125,9204.4111328125,0.0023920941166579723
2000-03-06,62756.13671875,696.4539794921875,530.148681640625,8447.7587890625,0.0023920941166579723
2000-03-07,62756.13671875,696.4539794921875,486.5675964355469,7753.30712890625,0.0023920941166579723
2000-03-08,62756.13671875,696.4539794921875,446.569091796875,7115.94287109375,0.0023920941166579723
2000-03-09,62756.13671875,696.4539794921875,409.85870361328125,6530.97412109375,0.0023920941166579723
2000-03-10,62756.13671875,696.4539794921875,376.16607666015625,5994.09228515625,0.0023920941166579723
2000-03-11,62756.13671875,696.4539794921875,345.2431945800781,5501.345703125,0.0023920941166579723
2000-03-12,62756.13671875,696.4539794921875,316.8623352050781,5049.10498046875,0.0023920941166579723
2000-03-13,62756.13671875,696.4539794921875,293.19720458984375,4672.00830078125,0.0023920941166579723
2000-03-14,62756.13671875,696.4539794921875,269.09478759765625,4287.94384765625,0.0023920941166579723
2000-03-15,62756.13671875,696.4539794921875,247.00331115722656,3935.9228515625,0.0023920941166579723
2000-03-16,82347.7421875,20288.060546875,11858.33203125,144003.125,0.36972862482070923
2000-03-17,62756.13671875,696.4539794921875,291.9126281738281,4651.5390625,0.36972862482070923
2000-03-18,62756.13671875,696.4539794921875,267.91583251953125,4269.15771484375,0.36972862482070923
2000-03-19,62798.3984375,738.716796875,256.7221984863281,4088.037353515625,0.36828935146331787
2000-03-20,62756.13671875,696.4539794921875,227.5029296875,3625.190185546875,0.36828935146331787
2000-03-21,62756.13671875,696.4539794921875,208.80096435546875,3327.179931640625,0.36828935146331787
2000-03-22,62756.13671875,696.4539794921875,191.63638305664062,3053.667724609375,0.36828935146331787
2000-03-23,62756.13671875,696.4539794921875,175.88282775878906,2802.639404296875,0.36828935146331787
2000-03-24,62756.13671875,696.4539794921875,161.42431640625,2572.24755859375,0.36828935146331787
2000-03-25,62756.13671875,696.4539794921875,148.15435791015625,2360.794677734375,0.36828935146331787
2000-03-26,62756.13671875,696.4539794921875,135.9752655029297,2166.724609375,0.36828935146331787
2000-03-27,62781.97265625,722.2888793945312,148.4361572265625,2364.311767578125,0.36828935146331787
2000-03-28,62756.13671875,696.4539794921875,131.56234741210938,2096.406005859375,0.36828935146331787
2000-03-29,62756.13671875,696.4539794921875,120.74720001220703,1924.0699462890625,0.36828935146331787
2000-03-30,62756.13671875,696.4539794921875,110.82112884521484,1765.9010009765625,0.36828935146331787
2000-03-31,62756.13671875,696.4539794921875,101.71102905273438,1620.734375,0.36828935146331787
2000-04-01,102187.6640625,696.4539794921875,93.3498306274414,913.513671875,0.36828935146331787
2000-04-02,102187.6640625,696.4539794921875,85.67597198486328,838.4179077148438,0.36828935146331787
2000-04-03,102187.6640625,696.4539794921875,78.63294219970703,769.4954223632812,0.36828935146331787
2000-04-04,102187.6640625,696.4539794921875,72.16888427734375,706.2387084960938,0.36828935146331787
2000-04-05,102187.6640625,696.4539794921875,66.23621368408203,648.1820678710938,0.36828935146331787
2000-04-06,102187.6640625,696.4539794921875,60.79123306274414,594.89794921875,0.36828935146331787
2000-04-07,102187.6640625,696.4539794921875,55.79386520385742,545.994140625,0.36828935146331787
2000-04-08,102187.6640625,696.4539794921875,51.207305908203125,501.1104431152344,0.36828935146331787
2000-04-09,102187.6640625,696.4539794921875,46.99778747558594,459.91644287109375,0.36828935146331787
2000-04-10,102187.6640625,696.4539794921875,43.134315490722656,422.10882568359375,0.36828935146331787
2000-04-11,102187.6640625,696.4539794921875,39.58843994140625,387.4091796875,0.36828935146331787
2000-04-12,102187.6640625,696.4539794921875,36.33405685424805,355.5620422363281,0.36828935146331787
