MASTER_OID,VolumeCorr,BasinID,BID,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11,Q12,V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,XC01,XC02,XC03,XC04,XC05,XC06,XC07,XC08,XC09,XC10,XC11,XC12
2001,0,2718103-1,2718103,7938966.4,9086618.29,11683105.31,9949129.14,7827165.24,4326463.04,1934443.676,1580079.227,1284824.043,2026114.416,3980309.3,7193423.88,0.3820668,0.403479,0.447662808,0.418743384,0.379905768,0.302690784,0.230105712,0.216237312,0.203524104,0.23349204,0.293650416,0.367369344,3033215.49,3666259.66,5230091.73,4166132.01,2973585.22,1309580.49,445126.5395,341672.0848,261492.6622,473081.5882,1168819.48,2642643.41
2002,0,2718105-1,2718105,1389236.548,1423899.63,1567931.98,1248396.98,993608.1555,461881.6584,197976.8935,118472.9744,114830.0234,140098.2557,555928.0225,971530.2578,0.308347872,0.311173368,0.322572888,0.296518584,0.273399504,0.213445344,0.170172888,0.151994616,0.151040592,0.157392624,0.22579584,0.271272,428368.1333,443079.6437,505772.3468,370172.9047,271651.9769,98586.48946,33690.29973,18007.25426,17343.99472,22050.43209,125526.2348,263548.9561
2003,0,2718155-1,2718155,140231863.2,141673490.7,140062092.9,99960779.49,91805724.2,72890607.62,61296733.81,63042022.94,53216705.2,60271471.86,83390935.55,133036254.5,0.898462008,0.902841984,0.897943848,0.766108704,0.73641204,0.662339544,0.612391968,0.620179608,0.574907664,0.6077712,0.704441568,0.876272568,125993001.4,127908775.5,125767894.7,76580823.22,67606840.64,48278331.81,37537627.45,39097377.08,30594691.67,36631264.78,58744041.4,116576020.4
2005,0,2718188-1,2718188,19635395.76,21312308,23763803.62,18839928.42,14578145.5,9012151.87,3459178.92,2831429.22,2286466.753,3314534.92,8163520.44,14953844.09,1.113848928,1.159209264,1.222607664,1.091696064,0.96467676,0.768443472,0.499625112,0.45870876,0.41957244,0.49052988,0.733937064,0.976521288,21870864.52,24705424.87,29053808.43,20567475.7,14063198.17,6925329.27,1728292.65,1298801.39,959338.43,1625878.42,5991510.23,14602747.09
2006,0,2718195-1,2718195,1885419.196,2293571.608,1829275.18,1136864.94,878538.3677,498298.9354,290313.1013,209045.2013,182822.8045,141573.5408,584227.5619,1291591.271,0.58532268,0.639202176,0.577498464,0.469584024,0.4215384,0.33637728,0.275929344,0.246814848,0.236317536,0.218248992,0.357740712,0.495912648,1103578.62,1466055.96,1056403.61,533853.6134,370337.6578,167616.4405,80105.90361,51595.45958,43204.2347,30898.28257,209001.984,640516.4474
2007,0,2718259-1,2718259,40299635.26,44376917.02,37558592.32,27527507.79,25370702.2,16307639.54,9871619.18,6393080.51,10549247.21,11837246.91,22330151.94,37588714.56,0.526752312,0.549475152,0.510863088,0.447458592,0.432471576,0.361672632,0.29903928,0.256797048,0.3064002,0.31979616,0.410288232,0.51104292,21227926.05,24384013.23,19187298.46,12317419.88,10972107.57,5898026.91,2952001.89,1641724.2,3232291.46,3785506.11,9161798.56,19209446.45
2008,0,2718324-1,2718324,9495.15971,51488.18245,11124.57903,8775.866498,6855.304691,3877.822247,2453.915277,1470.391906,1144.997357,817.1562337,2693.679681,8166.669186,0.281903424,0.555110904,0.298390056,0.274207224,0.252057408,0.210793584,0.185598816,0.163787328,0.155106624,0.1450848,0.190247016,0.267452856,2676.718034,28581.6515,3319.463758,2406.405991,1727.930331,817.4200495,455.4437699,240.8315613,177.5966746,118.5569487,512.4645213,2184.198998
2010,0,2718398-1,2718398,11781518.81,12007734.08,13763594.87,10741604.32,8258212.7,4509337.22,2143364.102,1917386.152,1389833.512,1744405.921,4657709.8,8826133.84,0.430853088,0.434272944,0.459848712,0.414723072,0.372931944,0.296283888,0.230282496,0.222452184,0.202277472,0.21616416,0.299792136,0.382959864,5076103.76,5214634.03,6329171.37,4454791.14,3079751.32,1336043.96,493579.2353,426526.737,281132.0094,377078.0405,1396344.77,3380055.01
2011,0,2718412-1,2718412,29477418.72,33241724.75,35372569.73,28097038.78,21479291.68,12622705.31,5641918.21,4899206.37,4919508.06,5387080.45,10959550.17,23222364.21,0.528425664,0.55705248,0.572585088,0.517501632,0.461214216,0.370905024,0.274557744,0.261521448,0.261890256,0.270180816,0.350888808,0.476749872,15576624.56,18517385.21,20253805.95,14540263.42,9906554.67,4681824.82,1549032.33,1281247.55,1288371.22,1455485.79,3845583.49,11071259.17
2012,0,2846280-1,2846280,51774926,60090535.36,57005452.53,43580798.89,36332522.79,24227534.89,12940116.68,7673508.06,10780091.4,13265731.42,25878491.41,44684309.67,0.56051196,0.598907616,0.58497216,0.519726672,0.480529392,0.405697944,0.317409576,0.263274048,0.296759376,0.320378328,0.416801808,0.525417288,29020465.25,35988679.28,33346602.7,22650103.57,17458845.09,9829061.09,4107316.95,2020235.53,3199093.2,4250052.85,10786202.01,23477908.8
2013,0,3029812-1,3029812,1291089.723,1410343.155,1689539.017,1567496.489,1332867.447,1184367.651,881021.6419,842223.8468,819013.1845,898585.6077,1121074.742,1063797.961,0.515575296,0.53582316,0.580296528,0.561316632,0.522765528,0.496695984,0.438146952,0.430014888,0.425064936,0.441774072,0.485122728,0.474381576,665653.9662,755694.53,980433.63,879861.85,696777.1548,588270.6559,386016.947,362168.7931,348133.7869,396971.823,543858.837,504646.1535
2014,0,3086723-1,3086723,9393771.17,10106417.04,10385351.12,7883008.32,6349350.42,4146578.57,2035122.707,1646540.452,2398461.195,2699277.45,5309007.78,9859259.08,0.735988368,0.761408688,0.771125712,0.678914568,0.615433872,0.509857248,0.378976128,0.348651576,0.404951184,0.425086272,0.568168536,0.752691408,6913706.31,7695113.74,8008411.27,5351889.19,3907605.31,2114163.14,771262.92,574068.9235,971259.7,1147425.79,3016411.18,7420979.6
2015,0,3117555-1,3117555,5810.616931,2955.463264,13602.96006,37244.2196,27237.7256,16981.68089,9854.806315,5989.216946,13884.31625,21652.19362,22714.00741,11770.47497,0.230206296,0.189125352,0.307972968,0.459284832,0.403369272,0.334725264,0.274310856,0.232413048,0.310310784,0.367875312,0.374925336,0.292147752,1337.640601,558.9530302,4189.343983,17105.70514,10986.86155,5684.19762,2703.280356,1391.972166,4308.45306,7965.307483,8516.056859,3438.717803
2016,0,3120858-1,3120858,2292.44129,1198.82202,6094.419695,13962.60666,9862.146042,6021.022429,3271.07151,2571.350903,7183.145815,10346.568,6087.079968,4692.531905,0.20737068,0.174351696,0.284539944,0.389918448,0.340031832,0.283317696,0.230925624,0.214496904,0.301916592,0.346377768,0.284418024,0.259845048,475.3851092,209.0166523,1734.105839,5444.27792,3353.443586,1705.862202,755.3742297,551.5468078,2168.710904,3583.821131,1731.275257,1219.331178
2017,0,3120873-1,3120873,7540.345845,3924.307182,19572.6044,45782.76827,35458.21945,24813.16923,14677.00672,13676.35732,21940.88953,28458.5668,28534.41064,15406.08624,0.2325624,0.191956944,0.323944488,0.4550664,0.409248864,0.354814632,0.291349176,0.284085792,0.338321904,0.374504712,0.374904,0.2964942,1753.600927,753.298014,6340.437311,20834.19954,14511.23603,8804.075508,4276.133815,3885.258802,7423.083522,10657.86736,10697.66469,4567.815214
2018,0,3120876-1,3120876,365371.5926,317790.5913,749501.08,1276625.569,784844.3104,467058.6122,254473.2161,180349.3167,240535.0752,375375.6401,565447.648,479509.2352,0.391634472,0.370380768,0.529888704,0.672352224,0.54068472,0.433084224,0.339620352,0.298579032,0.3323844,0.3959352,0.469312752,0.437854344,143092.1108,117703.5233,397152.1559,858342.04,424353.3262,202275.7166,86424.28323,53848.52439,79950.10665,148624.4291,265371.7918,209955.2016
2019,0,3121508-1,3121508,62339437.39,68937462.65,91491623.04,79303992.26,51986708.92,39431489.94,27261858.62,20239261.99,22725251.87,30055950.65,48781190.95,68186329.7,0.805522392,0.844567272,0.966295248,0.90252804,0.740112312,0.65190624,0.552614592,0.485525064,0.510366264,0.577004688,0.7186422,0.84021168,50215812.73,58222324.77,88407920.58,71574076.7,38476003.33,25705634.35,15065300.88,9826668.97,11598201.89,17342424.43,35056222.38,57290950.63
2020,0,3121511-1,3121511,62620049.82,69281172.26,92050083.27,79706334.05,52278712.6,39603327.63,27370523.27,20312735.1,22780067.39,30087491.91,48982671.34,68540711.28,1.00801932,1.058424096,1.21549668,1.132947696,0.924482784,0.81063084,0.682977552,0.596719152,0.628272048,0.713332584,0.896255256,1.052934648,63122220.04,73328862.12,111886570.6,90303107.52,48330769.77,32103678.74,18693452.98,12120998.06,14312079.59,21462388.35,43900976.64,72168889.7
2021,0,3121515-1,3121515,32389117.64,38759736.14,43658590.21,32477744.84,27441564.49,16774959.94,12033628.64,10054884.82,8437554.03,10662968.94,21037261.53,32435724.9,0.484656384,0.523734792,0.551770296,0.485223312,0.451737984,0.369466368,0.324919848,0.303906936,0.285244032,0.310557672,0.404655528,0.484955088,15697592.64,20299822.35,24089513.24,15758958.92,12396397.02,6197783.52,3909964.79,3055749.24,2406761.93,3311466.81,8512844.17,15729869.83
2022,0,3121528-1,3121528,107626409.6,123366553.7,152225052.4,126215539.5,90365877.79,63379107.23,45157364.84,35131728.83,36535512.72,46157581.19,76673458.69,112030363,0.76332588,0.813639216,0.898617456,0.822417456,0.70399656,0.59926728,0.516035544,0.463363056,0.47112936,0.520973304,0.653030952,0.777733776,82154023.8,100375866,136792089.3,103801862.9,63617267.1,37981025.2,23302805.33,16278745.23,17212952.72,24046867.58,50070141.72,87129797.24
2023,0,3121559-1,3121559,62575649.37,69224399.47,91968394.56,79648276.82,52237360.58,39578377.45,27354236.42,20301798.9,22772076.88,30082552.27,48959927.98,68490309.37,0.536755848,0.561145944,0.637208784,0.597267792,0.49627536,0.441155328,0.379320552,0.337541616,0.352854768,0.394094208,0.482669088,0.558509424,33587845.74,38844990.99,58603068.86,47571350.43,25924114.93,17460212.08,10376024.06,6852702.01,8035235.9,11855359.61,23631443.78,38252483.24
2024,0,3121612-1,3121612,60669950.51,66717312.77,89613837.16,79323060.87,52103973.28,39507573.55,27139975.12,20052588.27,22817365.44,30236503.04,48727400.54,67011332.44,0.60432696,0.630734832,0.721769448,0.682395384,0.56470296,0.50037492,0.426915072,0.377491752,0.397617696,0.446574672,0.548249856,0.63198756,36664486.76,42080933.06,64680529.78,54129690.58,29423267.94,19768598.96,11586464.43,7569686.68,9072588.27,13502856.43,26714790.33,42350328.48
2025,0,3121901-1,3121901,51214897.51,54567968.45,72910679.32,63444964.15,41333714.67,32323706,22256629.89,16912161.45,19123092.63,25609793.8,41704123.76,56405270.84,0.873392208,0.900086592,1.034177256,0.96725232,0.789544776,0.704411088,0.594689184,0.526752312,0.555927768,0.633423168,0.79284576,0.91438476,44730692.42,49115896.76,75402566.27,61367288.77,32634818.49,22769176.91,13235777.07,8908520.14,10631058.2,16221836.72,33064937.7,51576120.04
2026,0,3121930-1,3121930,60637305.85,66870446.38,91592497.8,79702392.62,51951984.67,40766038.19,28601077.38,20616389.37,23490878.33,30269111,49008631.95,68401109.68,0.527666712,0.550794936,0.633843792,0.595420704,0.493489488,0.445227456,0.38497764,0.338550504,0.356100888,0.393868656,0.481306632,0.556317912,31996287.8,36831903.24,58055336.12,47456454.72,25637758.32,18150159.47,11010775.27,6979689.01,8365122.63,11922054.07,23588179.58,38052762.51
2027,0,3121970-1,3121970,48960884.59,49626157.41,71590629.48,64592381.17,42372836.47,33166035.05,22498818.85,16626927.44,19562597.91,26566987.12,43307731.7,56455002.39,0.914061672,0.919959552,1.097380584,1.044043632,0.85348572,0.760844808,0.63666624,0.55615332,0.597828624,0.686735736,0.86234016,0.9784842,44753268.03,45654057.54,78562166.79,67437264.24,36164610.84,25234205.57,14324238.4,9247120.9,11695080.99,18244499.46,37345996.29,55240327.85
2028,0,3122281-1,3122281,122806082.4,140818794.2,173465697.8,147576752.1,105173881.5,77091754.61,54879459.11,41038782.43,43600618.6,53810755.76,87363398.68,128231579,0.760616208,0.810868584,0.894798312,0.828937128,0.707952864,0.61459872,0.528639024,0.466484208,0.478654872,0.524121888,0.650348712,0.776097,93408296.69,114185536.3,155216813.5,122331849.1,74458150.63,47380493.7,29011423.7,19143943.92,20869648.52,28203394.91,56816673.81,99520143.73
2029,0,3123612-1,3123612,31386153.78,37657517.16,41732900.38,30815441.1,26232405.69,16055297.29,11546816.37,9715241.41,8168105.33,10454405.71,20277604.72,31193987.5,0.481422456,0.520772136,0.544705032,0.47766732,0.446224152,0.36539424,0.321816984,0.301849536,0.283561536,0.31010352,0.401214336,0.480160584,15109999.24,19610985.65,22732120.84,14719529.17,11705532.98,5866513.15,3715961.62,2932541.11,2316160.49,3241948.01,8135665.71,14978123.26
2030,0,3123627-1,3123627,31904294.44,38149430.53,42717524.71,31757198.98,26932637.63,16477507.73,11845560.37,9929987.14,8350446.15,10606927.68,20749297.14,31880195.67,0.482699568,0.52140612,0.547859712,0.481745544,0.44925996,0.367677192,0.32368236,0.303144936,0.284762448,0.310600344,0.40331136,0.48254412,15400189.15,19891346.55,23403210.79,15298889.1,12099755.7,6058403.77,3834198.94,3010225.31,2377893.49,3294515.39,8368427.25,15383600.97
2031,0,3123629-1,3123629,6410323.98,7357258.81,8929609.31,8214932.78,5949929.84,3782437.61,3309448.49,2724677.79,3214337.87,3445597.98,4564184.55,6897999.88,0.79312008,0.84618576,0.927664896,0.891543048,0.76599288,0.622319304,0.586139544,0.53786532,0.578577456,0.596789256,0.677741088,0.820878216,5084156.67,6225607.64,8283685.09,7323966.21,4557603.89,2353883.94,1939798.63,1465509.69,1859743.43,2056295.85,3093335.4,5662417.84
2032,0,3123671-1,3123671,7092453.71,7968812.17,10493394.34,10240482.04,7071586.86,4434161.29,3679642.29,3067925,3654427.88,3899560.07,6595703.45,7962727.54,0.688183536,0.726100656,0.82556604,0.816150768,0.687253896,0.557025048,0.513362448,0.474768672,0.511832352,0.526490184,0.665707584,0.725844624,4880909.87,5786159.75,8662990.01,8357777.28,4859975.62,2469938.91,1888990.17,1456554.68,1870454.42,2053080.1,4390809.81,5779702.98
2033,0,3123898-1,3123898,29718010.07,35767826.24,38866455.77,28487989.32,24580485.21,15141290.92,10980845.16,9335907.21,7900276.25,10265977.8,19193267.75,29263583.12,0.931785792,1.018406904,1.060103544,0.913189944,0.851464896,0.679633896,0.587782416,0.547015416,0.508577088,0.570445392,0.758217432,0.924958272,27690819.55,36426201.19,41202467.5,26014945.37,20929420.29,10290534.54,6454347.7,5106885.17,4017899.49,5856179.73,14552670.19,27067593.28
2034,0,3123900-1,3123900,23458605.55,27519911.18,34024944.54,28612304.71,27611728.71,17220058.09,13448375.63,9052444.52,8194846.4,11922764.51,21400465.46,28684808.98,0.649793976,0.698970408,0.771122664,0.711607416,0.700043304,0.56564784,0.507623064,0.429216312,0.411958536,0.482004624,0.623343432,0.712436472,15243260.57,19235603.54,26237405.87,20360728.22,19329405.79,9740488.66,6826705.64,3885456.85,3375936.92,5746827.63,13339839.59,20436104.11
2035,0,3123905-1,3123905,30393088.76,36616107.81,39747328.17,29051653.41,24992028.58,15357470.34,11114995.79,9441144.21,7943115.79,10281890.33,19492398.31,29865237.64,0.520961112,0.565352184,0.58634376,0.510850896,0.478828608,0.391146792,0.3442716,0.323493384,0.303376584,0.334130904,0.431252376,0.517007856,15833617.32,20700996.52,23305597.85,14841063.17,11966898.26,6007025.26,3826577.38,3054147.69,2409755.34,3435497.31,8406143.09,15440562.48
2036,0,3123999-1,3123999,77172.33257,117428.2867,141387.601,102009.9676,69294.3593,50049.59603,29588.8847,20071.70581,44740.52708,63464.16977,86850.98545,87795.36361,0.362081064,0.429024288,0.46373796,0.40489632,0.34718244,0.307012848,0.255135888,0.22512528,0.294698928,0.335639664,0.379439424,0.381082296,27942.64029,50379.58708,65566.79767,41303.46047,24057.78474,15365.86902,7549.186373,4518.648391,13184.98537,21301.09262,32954.68789,33457.25874
2037,0,3124032-1,3124032,6794.140302,3442.331799,16878.92472,35538.95644,21321.90592,16930.30281,10028.51318,6896.896475,16475.23975,22498.70876,24338.53357,13884.31625,0.236277912,0.193160904,0.324676008,0.43653456,0.355146864,0.325047864,0.268958568,0.237417864,0.321728592,0.362705904,0.37415724,0.30195012,1605.305284,664.9239221,5480.181897,15513.98271,7572.408021,5503.158764,2697.254544,1637.446429,5300.555689,8160.414499,9106.438547,4192.370957
2038,0,3124458-1,3124458,32024773.61,38301250.33,42927585.24,31928102.07,27051761.39,16546065.67,11888938.16,9958731.95,8370789.43,10619901.87,20820220.92,32009981.61,0.623995704,0.676832784,0.713213712,0.623145312,0.578568312,0.467237064,0.407154888,0.379040136,0.353924616,0.388936992,0.515669784,0.62386464,19983321.15,25923541.89,30616542.42,19895847.13,15651291.92,7730935.14,4840639.28,3774759.11,2962628.43,4130472.69,10736358.83,19969895.66
2039,0,3124460-1,3124460,1949.920713,2280.208413,4858.899042,3625.824965,2681.446803,1499.750812,919.9124068,592.0712831,459.9562034,261.7835839,2011.085102,2950.570113,0.23353776,0.245626128,0.320591688,0.287971992,0.259253736,0.215380824,0.18763488,0.168100248,0.1588008,0.142039848,0.235845096,0.267864336,455.3801156,560.0787634,1557.722646,1044.136038,695.1751015,323.0175657,172.6076541,99.52732952,73.04141306,37.18370046,474.304559,790.3525042
2040,0,3124468-1,3124468,31297595.08,37545848.11,41585249.55,30697694.76,26148798.86,16006622.67,11515972.4,9694885.9,8153741.48,10445377.85,20225323.84,31100097.72,0.481056696,0.520333224,0.544104576,0.477097344,0.445821816,0.365107728,0.321618864,0.301733712,0.283488384,0.310124856,0.4009644,0.479758248,15055917.68,19536352.2,22626724.57,14645788.64,11657704.99,5844141.64,3703753.96,2925273.91,2311491,3239371.3,8109634.84,14920528.39
2041,0,3124475-1,3124475,450187.0272,717069.2745,796012.9278,432982.708,311033.1497,189386.9667,117308.4045,88245.53351,78498.37652,58037.6652,256721.619,421789.6248,0.466688424,0.571198248,0.598410792,0.45905928,0.400251168,0.329324208,0.276474936,0.250874784,0.241419888,0.21957792,0.370578888,0.45401484,210097.0742,409588.7133,476342.7266,198764.7302,124491.3814,62369.71283,32432.83362,22138.57916,18951.06927,12743.78981,95135.61211,191498.749
2042,0,3124885-1,3124885,721707.9818,844075.9045,1414426.49,1521628.091,1016309.93,631742.5056,369371.7437,307681.3412,476531.7528,551891.1728,855131.9794,942134.6525,0.47882556,0.512198112,0.64408812,0.665847792,0.555534576,0.452557896,0.363647736,0.338712048,0.40270176,0.427731936,0.51509676,0.53733192,345572.2285,432334.0847,911015.3,1013172.7,564595.3061,285900.0592,134321.1983,104215.3772,191900.1755,236061.4798,440475.712,506239.0217
2043,0,3124895-1,3124895,62174579.79,68744608.88,91166482.94,79064560.59,51814428.41,39330064.71,27197883.12,20196454.25,22693209.07,30030107.48,48632916.24,67969807.77,0.6675882,0.69901308,0.79685388,0.745659672,0.614671872,0.543769296,0.46376844,0.40971216,0.429871632,0.483738936,0.597444576,0.695382912,41507015.81,48053380.79,72646365.65,58955254.32,31848871.71,21386481.6,12613519.82,8274732.9,9755166.82,14526732.24,29055472.02,47265042.85
2044,0,3125551-1,3125551,1462824.647,1092131.753,2776050.99,4234579.45,2400146.886,1884501.73,1009640.565,735575.172,1115087.971,1307332.538,2047546.418,2121836.684,0.257458464,0.233961432,0.3236976,0.381429768,0.306619656,0.280992072,0.228246432,0.207465168,0.23551896,0.247988328,0.289413696,0.293147496,376616.5868,255516.7088,898601.04,1615194.66,735932.2125,529530.0457,230446.8566,152606.2266,262624.3593,324203.2103,592587.9764,622011.1109
2045,0,3125576-1,3125576,1400965.431,1048700.144,2643615.41,4078607.81,2311546.599,1820469.954,975288.1978,709827.4109,1075255.275,1263480.118,1966931.753,2025463.627,0.469474296,0.415954464,0.620036352,0.756233184,0.583847448,0.52550568,0.4037838,0.355692456,0.42025824,0.449436744,0.543604704,0.550660824,657717.2595,436211.5062,1639137.65,3084378.57,1349590.58,956667.3,393805.5746,252480.2551,451884.8893,567854.3904,1069233.35,1115343.47
2046,0,3125974-1,3125974,2377555.207,2312906.895,3845723.18,4533250.05,2426609.047,1769882.112,936074.4849,804671.3587,1330004.954,1868877.898,2915681.95,3199837.02,0.284808168,0.282037536,0.340321392,0.362800392,0.286889952,0.25712928,0.210315048,0.201338688,0.234165648,0.261911592,0.30664404,0.317409576,677147.1429,652326.5616,1308781.86,1644664.9,696169.753,455088.5131,196870.5502,162011.4756,311441.4719,489480.7856,894076.49,1015658.91
2047,0,3126601-1,3126601,42117.79809,45763.19566,51693.6948,113878.3056,97535.18088,77377.84492,42095.77891,33175.56446,57019.88977,74096.98711,81972.5138,46560.77929,0.31182564,0.3216402,0.336858864,0.463390488,0.434221128,0.394865352,0.31176468,0.285896304,0.349837248,0.388022592,0.404222712,0.323740272,13133.40935,14719.28341,17413.4793,52770.12358,42351.83626,30553.82997,13123.97704,9484.771262,19947.68132,28751.305,33135.15184,15073.59935
2048,0,3126798-1,3126798,120885.2979,115541.9769,133110.8359,236796.7078,141558.8613,97554.75348,54521.93613,38624.08821,110169.297,169320.1541,175549.1354,145566.3521,0.334356456,0.328653648,0.346972128,0.437485536,0.355375464,0.30848808,0.251481336,0.225137472,0.322795392,0.381448056,0.387016752,0.359276904,40418.7798,37973.29221,46185.75001,103595.1346,50306.54603,30094.4786,13711.24934,8695.729577,35562.14142,64586.84362,67940.45621,52298.6283
2049,0,3127618-1,3127618,3405048.43,3378852.95,4525966.59,2989928.17,2193181.274,1905253.584,1518180.866,961176.35,1314432.501,1460241.064,2665842.54,4601047.11,0.336075528,0.335084928,0.375562368,0.319927224,0.285646368,0.271845024,0.251639832,0.217666824,0.240026952,0.248418096,0.306573936,0.378034296,1144353.45,1132202.7,1699782.73,956559.42,626474.2652,517933.7061,382034.778,209216.2034,315499.2267,362750.3047,817277.84,1739353.6
2050,0,3128150-1,3128150,1087143.185,919635.9438,1607610.542,1767508.933,1045893.922,726234.1465,435930.8315,340144.9521,440985.4566,714214.1209,1188003.262,1458587.179,0.472037664,0.439896504,0.559317144,0.583344528,0.464350608,0.399138648,0.32669988,0.297975528,0.328129392,0.396447264,0.490273848,0.535890216,513172.5297,404544.6366,899164.14,1031066.66,485661.4784,289868.1154,142418.5503,101354.8717,144700.2898,283148.2341,582446.9309,781642.6
2051,0,3128194-1,3128194,2951064.32,2950200.68,3384140,2204748.683,1767425.75,1641375.731,1363200.091,835395.4544,1217937.114,1381847.89,2248077.536,3879980.13,0.539422848,0.539352744,0.573017904,0.475536768,0.433276248,0.420203376,0.389574024,0.321896232,0.372407688,0.39171372,0.479502216,0.609090984,1591871.52,1591198.83,1939172.81,1048439.06,765783.6,689711.6235,531067.345,268910.649,453569.1449,541288.7774,1077958.16,2363260.91
2052,0,3128196-1,3128196,2912205.36,2918197.03,3287607.91,2134957.669,1729484.256,1617832.334,1349420.977,824283.1083,1209484.196,1374444.552,2210813.744,3817903.16,0.509890776,0.510344928,0.537548328,0.446681352,0.40936164,0.398382744,0.370429536,0.306772056,0.35481768,0.373139208,0.453280272,0.574203576,1484906.65,1489287.05,1767248.14,953645.78,707984.5115,644516.4847,499865.3866,252867.0239,429146.3763,512859.1516,1002118.26,2192253.65
2053,0,3128201-1,3128201,8359.948654,4455.214077,35191.54271,27171.66806,15643.40407,9067.008988,5450.970325,3476.583857,2926.104358,15589.5794,22853.46221,17006.14665,0.238304832,0.197309232,0.403567392,0.363842808,0.295271952,0.24466296,0.208989168,0.184559448,0.176637696,0.294903144,0.340150704,0.304400712,1992.21616,879.0548678,14202.15911,9886.216004,4619.058455,2218.361257,1139.193753,641.6363975,516.860332,4597.41598,7773.62126,5176.683148
2054,0,3128202-1,3128202,1134166.367,957163.9661,1688905.354,1836086.446,1088192.766,754981.4092,453475.2248,354283.7122,455603.7455,736492.6378,1235339.606,1525934.064,0.477670368,0.44461176,0.568003944,0.589510632,0.46933104,0.403107144,0.329805792,0.300834552,0.330391008,0.399062448,0.495479832,0.543141408,541757.6661,425566.3556,959304.9,1082392.48,510722.6427,304338.3997,149558.7557,106580.7819,150527.3807,293906.555,612085.8605,828797.98
2055,0,3128831-1,3128831,72115.26091,73184.41443,101383.6442,159986.4684,95768.75333,70955.5841,41011.94594,27680.55577,66669.18374,86310.29225,103458.3403,83357.27556,0.343537032,0.345496896,0.393015216,0.474972888,0.384105912,0.341400384,0.278916384,0.244077744,0.333347568,0.36851844,0.396249144,0.363492288,24774.2627,25284.98802,39845.31483,75989.23492,36785.34434,24224.26366,11438.90366,6756.207606,22224.01026,31806.93426,40995.27878,30299.72682
2056,0,3129106-1,3129106,6456.512876,3214.800273,10904.38723,39756.85269,29429.85729,24252.90343,13654.33814,10104.35702,22540.30054,32654.44387,31683.15337,13059.82029,0.21386292,0.17676876,0.252322584,0.408681936,0.362230416,0.336042,0.272405856,0.246043704,0.326809608,0.377455176,0.372947184,0.268236192,1380.808697,568.2762579,2751.423162,16247.90753,10660.38945,8149.994173,3719.52167,2486.113428,7366.386784,12325.58886,11816.14283,3503.116462
2057,0,3312806-2,3312806,60302325.62,58930185.74,65099607.66,50985232.57,41722756.88,43239112.6,33333772.27,32397619.49,26649263.01,24067727.02,26541173.31,47652296.95,0.562285896,0.556598328,0.5817108,0.522357096,0.479096832,0.486466896,0.435824376,0.430694592,0.397523208,0.381536448,0.396867888,0.507254256,33907147.19,32800442.85,37869144.85,26632498.03,19989240.64,21034396.89,14527670.5,13953479.51,10593700.52,9182715.08,10533339.4,24171830.44
2058,0,3312840-1,3312840,102729414.9,100386931.4,99457677.92,80374041.22,62728712.03,47747559.27,34677238.28,32299795.61,29512979.7,30947734.78,46649925.17,83892170.38,0.63876936,0.632136912,0.6294882,0.572210184,0.513234432,0.45668184,0.400031712,0.388705344,0.37491924,0.382088136,0.45223176,0.583213464,65620402.61,63458284.79,62607434.65,45990844.92,32194534.89,21805443.22,13871995,12555103.17,11064983.92,11824762.3,21096577.76,48927043.29
2059,0,3312977-1,3312977,113428573.6,111731477.1,112793029.1,91533929.22,72151245.14,53700158.32,38050948.53,34052952.94,31476102.13,32265416.33,50778144.63,94172299.17,0.649952472,0.64552068,0.648297408,0.590111088,0.531226776,0.467764368,0.405280368,0.38746176,0.37545264,0.379180344,0.456822048,0.597654888,73723181.8,72124979.07,73123428.41,54015186.56,38328673.34,25119020.62,15421302.42,13194217.08,11817785.64,12234411.66,23196576.03,56282534.91
2060,0,3313195-2,3313195,98467913.34,86561827.13,95171260.43,88689516.02,57252926.09,46477830.59,33854464.71,34119609.89,32173968.23,28791252.14,39108517.51,68908986.95,0.626906544,0.591659472,0.61735716,0.598115136,0.49357788,0.45169836,0.396297912,0.397553688,0.388235952,0.371380512,0.420367968,0.53489352,61730179.25,51215124.94,58754659.06,53046541.94,28258777.88,20993959.86,13416453.68,13564376.74,12491091.19,10692509.96,16439968.04,36858970.59
2061,0,3313207-1,3313207,74987393.81,70542905.52,71248094.23,62865213.82,47565971.98,41169133.53,31740985.53,30049753.48,25247666.37,25113395.85,32692150.49,56715229.95,0.595560912,0.579549768,0.582119232,0.550730928,0.487865928,0.458788008,0.411732984,0.402628608,0.375373392,0.374577864,0.416756088,0.526432272,44659560.65,40883124.53,41474885.89,34621817.55,23205817.06,18887904.76,13068810.69,12098890.41,9477302.16,9406922.18,13624652.75,29856727.36
2062,0,3313385-1,3313385,75467284.71,71025906.02,71787845.49,63241455.55,47868591.36,41338629.84,31842381.4,30114455.61,25295036.96,25148898.11,32879719.65,57131426.7,0.596426544,0.580503792,0.583268328,0.551419776,0.488539536,0.458980032,0.411745176,0.402470112,0.375187464,0.374321832,0.417201096,0.52739544,45010691.81,41230807.78,41871576.61,34872589.25,23385699.41,18973605.65,13110946.93,12120168.32,9490380.77,9413781.61,13717455.07,30130853.92
